Close,Symbol,Adj Close,Close_lag_1,Low,Midpoint,High,Open,Close_lag_3
63503.45703125,3,63503.45703125,59893.453125,59869.95703125,61806.12109375,63742.28515625,59890.01953125,59793.234375
63109.6953125,3,63109.6953125,63503.45703125,61554.796875,63208.947265625,64863.09765625,63523.75390625,60204.96484375
63314.01171875,3,63314.01171875,63109.6953125,62208.96484375,63015.318359375,63821.671875,63075.1953125,59893.453125
61572.7890625,3,61572.7890625,63314.01171875,60222.53125,61908.626953125,63594.72265625,63258.50390625,63503.45703125
60683.8203125,3,60683.8203125,61572.7890625,60361.3515625,61466.763671875,62572.17578125,61529.921875,63109.6953125
56216.18359375,3,56216.18359375,60683.8203125,52829.53515625,56943.49609375,61057.45703125,60701.88671875,63314.01171875
55724.265625,3,55724.265625,56216.18359375,54368.59375,55944.32421875,57520.0546875,56191.5859375,61572.7890625
56473.03125,3,56473.03125,55724.265625,53448.046875,55255.09765625,57062.1484375,55681.79296875,60683.8203125
53906.08984375,3,53906.08984375,56473.03125,53695.46875,55226.720703125,56757.97265625,56471.12890625,56216.18359375
51762.2734375,3,51762.2734375,53906.08984375,50583.8125,52997.021484375,55410.23046875,53857.10546875,55724.265625
51093.65234375,3,51093.65234375,51762.2734375,47714.6640625,49917.728515625,52120.79296875,51739.80859375,56473.03125
50050.8671875,3,50050.8671875,51093.65234375,48805.28515625,49986.423828125,51167.5625,51143.2265625,53906.08984375
49004.25390625,3,49004.25390625,50050.8671875,47159.484375,48832.751953125,50506.01953125,50052.83203125,51762.2734375
54021.75390625,3,54021.75390625,49004.25390625,48852.796875,51570.400390625,54288.00390625,49077.79296875,51093.65234375
55033.1171875,3,55033.1171875,54021.75390625,53319.1875,54368.076171875,55416.96484375,54030.3046875,50050.8671875
54824.703125,3,54824.703125,55033.1171875,53887.91796875,55057.5625,56227.20703125,55036.63671875,49004.25390625
53555.109375,3,53555.109375,54824.703125,52418.02734375,53766.935546875,55115.84375,54858.08984375,54021.75390625
57750.17578125,3,57750.17578125,53555.109375,53129.6015625,55515.16015625,57900.71875,53568.6640625,55033.1171875
57828.05078125,3,57828.05078125,57750.17578125,57052.2734375,57750.306640625,58448.33984375,57714.6640625,54824.703125
56631.078125,3,56631.078125,57828.05078125,56141.90625,57022.25,57902.59375,57825.86328125,53555.109375
57200.29296875,3,57200.29296875,56631.078125,56590.87109375,57782.08984375,58973.30859375,56620.2734375,57750.17578125
53333.5390625,3,53333.5390625,57200.29296875,53191.42578125,55202.802734375,57214.1796875,57214.1796875,57828.05078125
57424.0078125,3,57424.0078125,53333.5390625,52969.0546875,55440.208984375,57911.36328125,53252.1640625,56631.078125
56396.515625,3,56396.515625,57424.0078125,55382.5078125,56872.912109375,58363.31640625,57441.30859375,57200.29296875
57356.40234375,3,57356.40234375,56396.515625,55321.84765625,56964.240234375,58606.6328125,56413.953125,53333.5390625
58803.77734375,3,58803.77734375,57356.40234375,56975.2109375,58219.912109375,59464.61328125,57352.765625,57424.0078125
58232.31640625,3,58232.31640625,58803.77734375,56482.00390625,57846.443359375,59210.8828125,58877.390625,56396.515625
55859.796875,3,55859.796875,58232.31640625,54071.45703125,56795.40625,59519.35546875,58250.87109375,57356.40234375
56704.57421875,3,56704.57421875,55859.796875,54608.65234375,55740.59765625,56872.54296875,55847.2421875,58803.77734375
49150.53515625,3,49150.53515625,56704.57421875,49150.53515625,53544.94921875,57939.36328125,56714.53125,58232.31640625
49716.19140625,3,49716.19140625,49150.53515625,46980.01953125,49155.431640625,51330.84375,49735.43359375,55859.796875
49880.53515625,3,49880.53515625,49716.19140625,48868.578125,50153.34765625,51438.1171875,49682.98046875,56704.57421875
46760.1875,3,46760.1875,49880.53515625,46664.140625,48651.90234375,50639.6640625,49855.49609375,49150.53515625
46456.05859375,3,46456.05859375,46760.1875,43963.3515625,46841.697265625,49720.04296875,46716.63671875,49716.19140625
43537.51171875,3,43537.51171875,46456.05859375,42207.2890625,44415.423828125,46623.55859375,46415.8984375,49880.53515625
42909.40234375,3,42909.40234375,43537.51171875,42367.83203125,44090.14453125,45812.45703125,43488.05859375,46760.1875
37002.44140625,3,37002.44140625,42909.40234375,30681.49609375,37113.806640625,43546.1171875,42944.9765625,46456.05859375
40782.73828125,3,40782.73828125,37002.44140625,35050.6171875,38756.80078125,42462.984375,36753.66796875,43537.51171875
37304.69140625,3,37304.69140625,40782.73828125,33616.453125,37894.3125,42172.171875,40596.94921875,42909.40234375
37536.6328125,3,37536.6328125,37304.69140625,35383.68359375,37107.369140625,38831.0546875,37371.03125,37002.44140625
34770.58203125,3,34770.58203125,37536.6328125,31227.33984375,34758.279296875,38289.21875,37531.44921875,40782.73828125
38705.98046875,3,38705.98046875,34770.58203125,34551.08203125,37193.111328125,39835.140625,34700.36328125,37304.69140625
38402.22265625,3,38402.22265625,38705.98046875,36581.4296875,38178.890625,39776.3515625,38795.78125,37536.6328125
39294.19921875,3,39294.19921875,38402.22265625,37905.8359375,39343.95703125,40782.078125,38392.625,34770.58203125
38436.96875,3,38436.96875,39294.19921875,37247.90234375,38813.759765625,40379.6171875,39316.890625,38705.98046875
35697.60546875,3,35697.60546875,38436.96875,34779.0390625,36818.00390625,38856.96875,38507.08203125,38402.22265625
34616.06640625,3,34616.06640625,35697.60546875,33693.9296875,35464.21484375,37234.5,35684.15625,39294.19921875
35678.12890625,3,35678.12890625,34616.06640625,33520.73828125,34960.703125,36400.66796875,34607.40625,38436.96875
37332.85546875,3,37332.85546875,35678.12890625,34241.9453125,35855.09765625,37468.25,35658.59375,35697.60546875
36684.92578125,3,36684.92578125,37332.85546875,35787.0859375,36841.91015625,37896.734375,37293.79296875,34616.06640625
37575.1796875,3,37575.1796875,36684.92578125,35966.30859375,37098.82421875,38231.33984375,36699.921875,35678.12890625
39208.765625,3,39208.765625,37575.1796875,37243.97265625,38361.462890625,39478.953125,37599.41015625,37332.85546875
36894.40625,3,36894.40625,39208.765625,35717.72265625,37480.103515625,39242.484375,39242.484375,36684.92578125
35551.95703125,3,35551.95703125,36894.40625,34900.4140625,36409.064453125,37917.71484375,36880.15625,37575.1796875
35862.37890625,3,35862.37890625,35551.95703125,35304.578125,35870.5,36436.421875,35538.609375,39208.765625
33560.70703125,3,33560.70703125,35862.37890625,33480.640625,35135.60546875,36790.5703125,35835.265625,36894.40625
33472.6328125,3,33472.6328125,33560.70703125,31114.443359375,32565.9150390625,34017.38671875,33589.51953125,35551.95703125
37345.12109375,3,37345.12109375,33472.6328125,32475.865234375,35006.6181640625,37537.37109375,33416.9765625,35862.37890625
36702.59765625,3,36702.59765625,37345.12109375,35847.59375,37090.958984375,38334.32421875,37389.515625,33560.70703125
37334.3984375,3,37334.3984375,36702.59765625,36044.44921875,36826.572265625,37608.6953125,36697.03125,33472.6328125
35552.515625,3,35552.515625,37334.3984375,34728.19140625,36068.55859375,37408.92578125,37340.14453125,37345.12109375
39097.859375,3,39097.859375,35552.515625,34864.109375,37093.4453125,39322.78125,35555.7890625,36702.59765625
40218.4765625,3,40218.4765625,39097.859375,38757.28515625,39867.82421875,40978.36328125,39016.96875,37334.3984375
40406.26953125,3,40406.26953125,40218.4765625,39609.46875,40452.369140625,41295.26953125,40427.16796875,35552.515625
38347.0625,3,38347.0625,40406.26953125,38176.03515625,39346.40625,40516.77734375,40168.69140625,39097.859375
38053.50390625,3,38053.50390625,38347.0625,37439.67578125,38476.673828125,39513.671875,38341.421875,40218.4765625
35787.24609375,3,35787.24609375,38053.50390625,35255.85546875,36721.55859375,38187.26171875,38099.4765625,40406.26953125
35615.87109375,3,35615.87109375,35787.24609375,34933.0625,35695.4296875,36457.796875,35854.52734375,38347.0625
35698.296875,3,35698.296875,35615.87109375,33432.07421875,34745.779296875,36059.484375,35563.140625,38053.50390625
31676.693359375,3,31676.693359375,35698.296875,31295.935546875,33508.7880859375,35721.640625,35641.14453125,35787.24609375
32505.66015625,3,32505.66015625,31676.693359375,28893.62109375,31093.037109375,33292.453125,31622.376953125,35615.87109375
33723.02734375,3,33723.02734375,32505.66015625,31772.6328125,33263.021484375,34753.41015625,32515.71484375,35698.296875
34662.4375,3,34662.4375,33723.02734375,32385.21484375,33807.033203125,35228.8515625,33682.80078125,31676.693359375
31637.779296875,3,31637.779296875,34662.4375,31350.884765625,33419.0654296875,35487.24609375,34659.10546875,32505.66015625
32186.27734375,3,32186.27734375,31637.779296875,30184.501953125,31411.044921875,32637.587890625,31594.6640625,33723.02734375
34649.64453125,3,34649.64453125,32186.27734375,32071.7578125,33363.943359375,34656.12890625,32287.5234375,34662.4375
34434.3359375,3,34434.3359375,34649.64453125,33902.07421875,34560.982421875,35219.890625,34679.12109375,31637.779296875
35867.77734375,3,35867.77734375,34434.3359375,34252.484375,35397.296875,36542.109375,34475.55859375,32186.27734375
35040.8359375,3,35040.8359375,35867.77734375,34086.15234375,35080.455078125,36074.7578125,35908.38671875,34649.64453125
33572.1171875,3,33572.1171875,35040.8359375,32883.78125,33959.8828125,35035.984375,35035.984375,34434.3359375
33897.046875,3,33897.046875,33572.1171875,32770.6796875,33355.134765625,33939.58984375,33549.6015625,35867.77734375
34668.546875,3,34668.546875,33897.046875,33402.6953125,34155.978515625,34909.26171875,33854.421875,35040.8359375
35287.78125,3,35287.78125,34668.546875,34396.4765625,35167.021484375,35937.56640625,34665.56640625,33572.1171875
33746.00390625,3,33746.00390625,35287.78125,33213.66015625,34249.001953125,35284.34375,35284.34375,33897.046875
34235.1953125,3,34235.1953125,33746.00390625,33599.91796875,34319.2265625,35038.53515625,33723.5078125,34668.546875
33855.328125,3,33855.328125,34235.1953125,33839.2890625,34418.4765625,34997.6640625,34225.6796875,35287.78125
32877.37109375,3,32877.37109375,33855.328125,32133.18359375,33020.544921875,33907.90625,33889.60546875,33746.00390625
33798.01171875,3,33798.01171875,32877.37109375,32318.880859375,33180.5869140625,34042.29296875,32861.671875,34235.1953125
33520.51953125,3,33520.51953125,33798.01171875,33116.01171875,33662.541015625,34209.0703125,33811.2421875,33855.328125
34240.1875,3,34240.1875,33520.51953125,33346.73828125,33965.720703125,34584.703125,33509.078125,32877.37109375
33155.84765625,3,33155.84765625,34240.1875,32697.30859375,33644.732421875,34592.15625,34254.015625,33798.01171875
32702.025390625,3,32702.025390625,33155.84765625,32261.419921875,32794.2607421875,33327.1015625,33125.46875,33520.51953125
32822.34765625,3,32822.34765625,32702.025390625,31639.125,32350.26171875,33061.3984375,32723.845703125,34240.1875
31780.73046875,3,31780.73046875,32822.34765625,31175.708984375,32167.6748046875,33159.640625,32827.875,33155.84765625
31421.5390625,3,31421.5390625,31780.73046875,31100.673828125,31659.5400390625,32218.40625,31841.55078125,32702.025390625
31533.068359375,3,31533.068359375,31421.5390625,31223.990234375,31579.9677734375,31935.9453125,31397.30859375,32822.34765625
31796.810546875,3,31796.810546875,31533.068359375,31215.4921875,31807.244140625,32398.99609375,31533.884765625,31780.73046875
30817.83203125,3,30817.83203125,31796.810546875,30563.734375,31224.796875,31885.859375,31800.01171875,31421.5390625
29807.34765625,3,29807.34765625,30817.83203125,29360.955078125,30183.5712890625,31006.1875,30838.28515625,31533.068359375
32110.693359375,3,32110.693359375,29807.34765625,29526.18359375,31139.2548828125,32752.326171875,29796.28515625,31796.810546875
32313.10546875,3,32313.10546875,32110.693359375,31745.298828125,32160.849609375,32576.400390625,32138.873046875,30817.83203125
33581.55078125,3,33581.55078125,32313.10546875,32057.892578125,32819.7216796875,33581.55078125,32305.958984375,29807.34765625
34292.4453125,3,34292.4453125,33581.55078125,33424.859375,33957.625,34490.390625,33593.73046875,32110.693359375
35350.1875,3,35350.1875,34292.4453125,33881.8359375,34623.380859375,35364.92578125,34290.29296875,32313.10546875
37337.53515625,3,37337.53515625,35350.1875,35287.3125,37893.494140625,40499.67578125,35384.03125,33581.55078125
39406.94140625,3,39406.94140625,37337.53515625,36441.7265625,37924.333984375,39406.94140625,37276.03515625,34292.4453125
39995.90625,3,39995.90625,39406.94140625,38862.4375,39839.25390625,40816.0703125,39503.1875,35350.1875
40008.421875,3,40008.421875,39995.90625,39352.05859375,39972.564453125,40593.0703125,39995.453125,37337.53515625
42235.546875,3,42235.546875,40008.421875,38397.35546875,40316.451171875,42235.546875,40027.484375,39406.94140625
41626.1953125,3,41626.1953125,42235.546875,41110.83203125,41671.140625,42231.44921875,42196.3046875,39995.90625
39974.89453125,3,39974.89453125,41626.1953125,39540.94140625,41041.310546875,42541.6796875,41460.84375,40008.421875
39201.9453125,3,39201.9453125,39974.89453125,38746.34765625,39582.763671875,40419.1796875,39907.26171875,42235.546875
38152.98046875,3,38152.98046875,39201.9453125,37782.05078125,38766.041015625,39750.03125,39178.40234375,41626.1953125
39747.50390625,3,39747.50390625,38152.98046875,37589.1640625,38770.73046875,39952.296875,38213.33203125,39974.89453125
40869.5546875,3,40869.5546875,39747.50390625,37458.00390625,39399.96875,41341.93359375,39744.515625,39201.9453125
42816.5,3,42816.5,40869.5546875,39932.1796875,41601.919921875,43271.66015625,40865.8671875,38152.98046875
44555.80078125,3,44555.80078125,42816.5,42618.56640625,43654.212890625,44689.859375,42832.796875,39747.50390625
43798.1171875,3,43798.1171875,44555.80078125,43331.91015625,44307.130859375,45282.3515625,44574.4375,40869.5546875
46365.40234375,3,46365.40234375,43798.1171875,42848.6875,44652.759765625,46456.83203125,43791.92578125,42816.5
45585.03125,3,45585.03125,46365.40234375,44705.5546875,45671.771484375,46637.98828125,46280.84765625,44555.80078125
45593.63671875,3,45593.63671875,45585.03125,45351.7109375,46043.671875,46735.6328125,45599.703125,43798.1171875
44428.2890625,3,44428.2890625,45593.63671875,43861.4453125,45045.177734375,46228.91015625,45576.87890625,46365.40234375
47793.3203125,3,47793.3203125,44428.2890625,44282.41796875,46057.197265625,47831.9765625,44439.69140625,45585.03125
47096.9453125,3,47096.9453125,47793.3203125,46177.6328125,47138.158203125,48098.68359375,47810.6875,45593.63671875
47047.00390625,3,47047.00390625,47096.9453125,45579.58984375,46468.34765625,47357.10546875,47096.66796875,44428.2890625
46004.484375,3,46004.484375,47047.00390625,45700.3203125,46849.208984375,47998.09765625,47019.9609375,47793.3203125
44695.359375,3,44695.359375,46004.484375,44512.41796875,45825.994140625,47139.5703125,45936.45703125,47096.9453125
44801.1875,3,44801.1875,44695.359375,44364.02734375,45158.044921875,45952.0625,44686.75,47047.00390625
46717.578125,3,46717.578125,44801.1875,43998.31640625,45484.5390625,46970.76171875,44741.8828125,46004.484375
49339.17578125,3,49339.17578125,46717.578125,46650.70703125,47996.4296875,49342.15234375,46723.12109375,44695.359375
48905.4921875,3,48905.4921875,49339.17578125,48312.19921875,49014.609375,49717.01953125,49327.07421875,44801.1875
49321.65234375,3,49321.65234375,48905.4921875,48199.94140625,48835.775390625,49471.609375,48869.10546875,46717.578125
49546.1484375,3,49546.1484375,49321.65234375,49074.60546875,49778.341796875,50482.078125,49291.67578125,49339.17578125
47706.1171875,3,47706.1171875,49546.1484375,47687.1171875,48782.943359375,49878.76953125,49562.34765625,48905.4921875
48960.7890625,3,48960.7890625,47706.1171875,47163.61328125,48183.24609375,49202.87890625,47727.2578125,49321.65234375
46942.21875,3,46942.21875,48960.7890625,46405.78125,47876.681640625,49347.58203125,49002.640625,49546.1484375
49058.66796875,3,49058.66796875,46942.21875,46394.28125,47753.533203125,49112.78515625,46894.5546875,47706.1171875
48902.40234375,3,48902.40234375,49058.66796875,48499.23828125,48891.37109375,49283.50390625,49072.5859375,48960.7890625
48829.83203125,3,48829.83203125,48902.40234375,47925.85546875,48784.984375,49644.11328125,48911.25,46942.21875
47054.984375,3,47054.984375,48829.83203125,46950.2734375,47937.939453125,48925.60546875,48834.8515625,49058.66796875
47166.6875,3,47166.6875,47054.984375,46750.09375,47469.822265625,48189.55078125,47024.33984375,48902.40234375
48847.02734375,3,48847.02734375,47166.6875,46562.4375,47836.763671875,49111.08984375,47099.7734375,48829.83203125
49327.72265625,3,49327.72265625,48847.02734375,48652.3203125,49497.87109375,50343.421875,48807.84765625,47054.984375
50025.375,3,50025.375,49327.72265625,48386.0859375,49684.1796875,50982.2734375,49288.25,47166.6875
49944.625,3,49944.625,50025.375,49548.78125,50047.181640625,50545.58203125,50009.32421875,48847.02734375
